c_id,sentiment,tweet1,tweet2,org,loc,per,oth,negative,positive
3587.0,Positive,#USA Syria government 'to give Eid al-Adha ceasefire decision' - BBC News: BBC NewsSyria government 'to give Eid... ,Syrian government ‘agrees to Eid al-Adha ceasefire’ – BBC News: BBC NewsSyrian government 'agrees to Eid al-Adha... ,"BBC NEWS,BBC NEWSSYRIAN,USA SYRIA",,,SYRIAN,22,6
3591.0,Negative,THIS JUST IN: Manila Archbishop Luis Antonio Tagle was named by Pope Benedict XVI as a Cardinal. I really hope he will be a pope someday.,"Pope appoints Archbishop Onaiyekan as Cardinal: Pope Benedict XVI has named six new cardinals, adding prelates f... ","L MANILA,ATENEO AB",MANILA,"POPE,BENEDICT,ONAIYEKAN,LUIS ANTONIO TAGLE,BENEDICT XVI",,23,18
3512.0,Positive,Pope Benedict names 6 new cardinals: Pope Benedict XVI has announced that he will create six new cardinals in a ... ,"Pope names 6 cardinals, none from Italy: Pope Benedict XVI has named six new cardinals, adding prela... - FOX #News",FOX #NEWS,ITALY,"BENEDICT,BENEDICT XVI",,2,14
3592.0,Positive,Pope names six cardinals to put stamp on Church future: VATICAN CITY (Reuters) - Pope Benedict named six new car... ,Pope names six cardinals to put stamp on Church future - VATICAN CITY (Reuters) - Pope Benedict named six new cardin... ,REUTERS,"VATICAN CITY,REUTERS","BENEDICT,POPE",,1,4
3595.0,Positive,Olympics effect to boost UK GDP: The Olympics are expected to help the economy show growth in the third quarter ... ,Olympics effect to boost UK GDP - The Olympics are expected to help the economy show growth in the third quarter of ... ,,UK,,OLYMPICS,33,37
3597.0,Negative,"Rebel Catholic group expels Holocaust-denying bishop: PARIS, Oct 24 — A rebel Catholic traditionalist group has ... ",Rebel Catholic group expels Holocaust-denying bishop: PARIS (Reuters)- A rebel Catholic traditionalist group has... ,"REUTERS,YNETNEWS","PARIS,ISRAEL",,CATHOLIC,1,5
3604.0,Positive,"Georgian billionaire confirmed as prime minister: Billionaire Bidzina Ivanishvili has been confirmed as prime minster of Georgia, mor...",Billionaire Ivanishvili endorsed as Georgia's prime minister: ,,GEORGIA,"BIDZINA IVANISHVILI,IVANISHVILI","GEORGIAN,GEORGIA'S",0,5
3613.0,Negative,A man walks in Creflo Dollar's church and kills a man leading prayer. What in the world is going on?,Samethang going on at Eddie Longstokers RT @yesonootuoy Lawd what's going on at Creflo Dollar church,,"CREFLO DOLLAR'S,GEORGIA",,"CREFLO,WORLD CHANGERS",6,2
3617.0,Negative,Sudan accuses Israel of attacking arms factory: Sudan Wednesday officially accused Israel of launching an overni... ,Sudan Accuses Israel of Airstrike on Arms Factory: Sudan said on Wednesday that an Israeli air strike had caused the huge explosion a...,ISRAEL AIR FORCE,"KHARTOUM,SUDAN,ISRAEL",,ISRAELI,10,9
3570.0,Negative,Man shot dead while leading prayers inside Creflo Dollar’s World Changers Church: A man shot Wednesday morning a... ,Suspect in World Changers Church shooting has rap sheet: Suspect in World Changers Church shooting has... #Atlanta #GA,,ATLANTA,CREFLO,,189,128
3635.0,Positive,"Donald Trump: If Obama releases college and passport records, Trump will give $5 million to charity of Obama's choice ",WATCH: Trump offered $5 million to charity if Obama releases his college records along with his passport records. ,OBAMA'S,,"DONALD TRUMP,TRUMP,OBAMA",,18,36
3641.0,Negative,Breaking News: Sudan blames Israeli air strike hit for munitions plant blasts ,Sudan blames Israeli air strike hit for munitions plant blasts - The Daily Star ,DAILY STAR,SUDAN,,ISRAELI,7,0
3598.0,Negative,BBC News: Jimmy Savile Jimmy Savile Jimmy Savile Jimmy Savile Jimmy Savile Jimmy Savile breathe Jimmy Savile Jimmy Savile Jimmy Savile,UK Police: 300 Potential Victims Of Jimmy Savile.: UK police: 300 potential victims of Jimmy Savile.,BBC NEWS,UK,"JIMMY SAVILE.,SAVILE,JIMMY SAVILE JIMMY SAVILE JIMMY SAVILE,JIMMY SAVILE",,76,48
3650.0,Positive,"HT : Dortmund 1 : 1 Real Madrid ( Lewandowsky 36', Ronaldo 38' ) #HalaMadrid",38' Borussia Dortmund 1 - 1 Real Madrid,"BORUSSIA DORTMUND,BORRUSIA DORTMUND,DORTMUND,REAL MADRID",,"RONALDO,LEWANDOWSKY,HALAMADRID",,41,17
3645.0,Positive,"Austin Reed Sigg Arrested for Murder of Jessica Ridgeway: Austin Reed Sigg, a 17-year old Colorado native, has... ","Austin Reed Sigg, 17-Year-Old, Arrested As Suspect In Jessica Ridgeway Abduction, Murder Case via @huffingtonpost",HUFFINGTONPOST,COLORADO,"JESSICA,JESSICA RIDGEWAY,AUSTIN REED SIGG",,4,8
3658.0,Negative,"Three killed, two wounded in shooting in Los Angeles suburb - Reuters: Three killed, two wounded in shooting in ... ","Three killed, two wounded in shooting in Los Angeles suburb: LOS ANGELES (Reuters) - Three people were shot to d... ",REUTERS,LOS ANGELES,,,11,1
3654.0,Negative,"GGMU ""@_Mike_Geiger_: Manchester United were the only English team to win in this week's Champions League action.""",manchester united the only british team to win in the champions league this week #MUFC,"MANCHESTER UNITED,MUFC",,GEIGER,"BRITISH,ENGLISH",3,14
3685.0,Positive,"I. AM. DONE. KUNG FU PANDA!!! THE TRILOGY! THE BABE, REGGIE, PUJOLS, AND KUNG FU PANDA!",Kung fu panda with 3 HR's in a game #amazing,KUNG FU PANDA,,"PUJOLS,REGGIE,I. AM",,147,72
3687.0,Positive,Watching the World Series dreaming of the Royals one day being in this position. #whenisitOurTime?,Pretty sure everyone's watching the World Series right now.,ROYALS,,,,19,17
3720.0,Positive,duck dynasty &gt; &gt; &gt; i love this show 😊👌😍,Damn I wish I could work with duck dynasty. That's the Damn life right there!! Fuck Bass!! Lol,,,,,3,8
3732.0,Negative,BBC News - Burma satellite images show destruction in Rakhine state Whats wrong with these dam Buddhists ??,#HRW satellite images of destruction in one town hit by communal fighting in #Rakhine state #burma #rohingya ,"BBC NEWS,ROHINGYA","BURMA,RAKHINE STATE,MYANMAR,RAKHINE",,,18,11
3737.0,Negative,Syria Eid al-Adha ceasefire comes into effect - BBC News: BBC NewsSyria Eid al-Adha ceasefire comes... #ifollowback,BBC News - Syria Eid al-Adha ceasefire comes into effect ,"BBC NEWS,BBC NEWSSYRIA",SYRIA,,,4,1
3740.0,Negative,"Olympics help return UK to growth: The UK economy emerged from recession in the three months from July to September, with growth of 1...",Olympics help return UK to growth: The UK economy emerged from recession in the three months from July to Septem... ,,UK,,OLYMPICS,17,4
3750.0,Positive,Timber Wolf Timber Wolf Stag Damascus... #sales,Seneca And Damascus Game Going Be To Livee !!!,SENECA,DAMASCUS,,,2,5
3663.0,Negative,No verdict in PC race abuse trial: A jury fails to reach a verdict in the trial of a policeman accused of racial... ,#teamfollowback No verdict in PC race abuse trial: A jury fails to reach a verdict in the trial ... #teamfollowback,,,RACI,,6,8
3763.0,Positive,Colin Powell endorses Obama for second term - Reuters - Globe and Mail Colin Powell endorses Obama... ,Colin Powell endorses Barack Obama for president - CBS News: NPRColin Powell endorses Barack Obama for president... ,"REUTERS,GLOBE",U.S.,"NPRCOLIN POWELL,BARACK OBAMA,COLIN POWELL,OBAMA",,23,40
3769.0,Negative,"Emanuel Steward, famed boxing trainer, dies at 68 - ESPN: Emanuel Steward, famed boxing trainer, dies at 68 - ES... ","Emanuel Steward, Famed Boxing Trainer, Dies At 68: Emanuel Steward, famed boxing trainer, dies at 68",,,"THOMAS HEARNS,EMANUEL STEWARD,EMANUEL,LENNOX",,146,53
3787.0,Negative,VIDEO: 'Many killed' in Burma violence: At least 56 people have been killed and hundreds of homes torched since Sunday as clashes spr...,'Many killed' in Burma violence: At least 56 people have been killed and hundreds of homes torched since Sunday ... ,,BURMA,,,9,1
3785.0,Positive,"Gilberto Valle Accused in Plot to Kidnap Women and Cook Them: Gilberto Valle, a New York police officer, was arr... ","Gilberto Valle Accused in Plot to Kidnap Women and Cook Them: Gilberto Valle, a New York police officer, was... nyt",,NEW YORK,GILBERTO VALLE,,52,31
3790.0,Negative,"New York police officer charged with plan to cook, eat women: NEW YORK (Reuters) - A New York City police office... ","#oddnews New York police officer charged with plan to cook, eat women: NEW YORK (Reuters) - A New York City poli... ","REUTERS,NEW YORK CITY POLI","NEW YORK,NEW YORK CITY,N.Y.",,,6,0
3791.0,Negative,"New York police officer charged with plan to cook, eat women: USA-CRIME-NYPD:New York police officer charged wit... ","NY police officer charged with plan to cook, eat women - Reuters: NY police officer charged with plan to cook, e... ",REUTERS,"NY,NEW YORK",,,14,0
3794.0,Negative,BBC News: Israeli right-wing parties ally: Israeli PM Benjamin Netanyahu says his Likud Party is to merge with t... ,Israeli right-wing parties ally: Israeli PM Benjamin Netanyahu says his Likud Party is to merge with the ultra-nationalist group Yisr...,"BBC NEWS,LIKUD PARTY",,BENJAMIN NETANYAHU,"ULTRA-N,ISRAELI,ULTRA-NATIONALIST",27,30
3818.0,Positive,New York Times blocked by China after report on wealth of Wen Jiabao's family via @guardianThat is the symbol of #China,New York Times blocked by China after report on wealth of Wen Jiabao's family via @guardian,NEW YORK TIMES,CHINA,,,0,10
3821.0,Negative,China blocks New York Times website: China blocked access to The New York Times website today after the paper pu... ,China blocks New York Times website after article: China blocked access to The New York Times website Friday aft... ,NEW YORK TIMES,CHINA,,,18,7
3837.0,Positive,"China parliament expels Bo Xilai: China's top legislature formally expels disgraced lawmaker Bo Xilai, stripping... ","BBC - China parliament expels Bo Xilai: China's top legislature formally expels disgraced lawmaker Bo Xilai, str... ",,CHINA,BO XILAI,CHINA'S,10,90
3839.0,Positive,CHINA: Disgraced Bo Xilai expelled from China's parliament: Chinese lawmakers expelled disgraced politician Bo X... ,Bo Xilai: China parliament expels disgraced politician - BBC News: BBC NewsBo Xilai: China parliame... #ifollowback,"BBC NEWS,BBC NEWSBO XILAI",CHINA,"BO X,BO XILAI","CHINESE,CHINAÂ,CHINA'S",0,23
3844.0,Negative,"Watch Scotland U16 vs Northern Ireland U16 live, Friendly, October 26, 2012 ",Watch Northern Ireland U16 v Scotland U16 Live 10/26/2012 ,NORTHERN IRELAND,"SCOTLAND,IRELAND",,,6,2
3849.0,Negative,"Afghan mosque blast kills dozens: At least 41 people have been killed in a suicide bomb attack at a mosque in northern Afghanistan, o...",Many dead in Afghan mosque blast: At least 30 people have been killed in a suicide bomb attack at a mosque in no... ,,AFGHANISTAN,,AFGHAN,24,1
3858.0,Negative,Suicide bomber kills 40 at Afghan mosque during Eid - Reuters Canada: Suicide bomber kills 40 at Afghan mosque d... ,Suicide bomber kills 37 at mosque in Afghanistan: A suicide bomber has killed at least 37 people in a mosque in ... ,REUTERS CANADA,AFGHANISTAN,,AFGHAN,74,13
3859.0,Negative,"Predictions: Zadkovich will finally see red, Goodwin to outplay Rojas, Coe strong in goals. Victory to concede but win #foxfootball #JETSvMV",Could someone either go back post or tell Rojas to deliver the ball to the player in front of goals @gomvfc #JETSvMV #ALeague #foxfootball,RED,,"GOODWIN,COE,BIRRIGHITI,ROJAS,ZADKOVICH",,20,6
3887.0,Negative,"China: 5th Tibetan in week sets self on fire, dies: China: 5th Tibetan in week sets self on fire, dies",5th Tibetan in week sets self on fire in China: A man in his early 20s has become the fifth Tibetan in a week to... ,ABC,CHINA,,"5TH TIBETAN,TIBETAN",19,14
3896.0,Negative,Berlusconi Sentenced To Four Years In Jail: Former Italian PM Silvio Berlusconi has been sentenced to four... #news,Former Italian premier Silvio Berlusconi sentenced to four years in Jail by Milan court,MILAN COURT,,"SILVIO BERLUSCONI,BERLUSCONI",ITALIAN,11,1
3897.0,Negative,AC Milan owner and former Italy PM Silvio Berlusconi sentenced to four years in prison for tax fraud,AC Milan owner and former Italy PM Silvio Berlusconi sentenced to four years in prison for tax fraud #bbcfootball,AC MILAN,ITALY,SILVIO BERLUSCONI,ITALIAN,9,1
3898.0,Positive,"Berlusconi Convicted and Sentenced for Tax Fraud: Silvio Berlusconi, the former Italian prime minister, was sentenced to four years i...",Berlusconi sentenced for tax fraud: Former Italian Prime Minister Silvio Berlusconi is sentenced to four years i... ,,,"SILVIO BERLUSCONI,BERLUSCONI",ITALIAN,22,86
3899.0,Negative,Silvio Berlusconi sentenced for tax fraud - BBC News: BBC NewsSilvio Berlusconi sentenced for tax fraudBBC NewsF... ,AC Milan owner Silvio Berlusconi sentenced to four years in prison: AC Milan owner Silvio Berlusconi has been se... ,"AC MILAN,BBC NEWSSILVIO BERLUSCONI",,SILVIO BERLUSCONI,,42,11
3900.0,Positive,"Italy's ex-PM gets 4 year prison term: Former Italian Prime Minister Silvio Berlusconi has survived political, c... ",Silvio Berlusconi conviction Q &amp; A: All you need to know about the former Italian prime minister Silvio Berlusco... ,,,"SILVIO BERLUSCO,SILVIO BERLUSCONI,SILVIO","ITALIAN,ITALY'S",2,16
3901.0,Negative,Berlusconi sentence reduced to 12 months: AC Milan president Silvio Berlusconi has had his original four-year ja... ,Berlusconi sentence in headlines: Silvio Berlusconi sentence makes headlines ,AC MILAN,,"SILVIO BERLUSCONI,BERLUSCONI",,5,3
3907.0,Negative,"“CIA operators were denied request for help during Benghazi attack, sources say” Denied by CIA higher ups. ","EXCLUSIVE CIA operators were denied request 4 help during Benghazi attack, sources say | Fox News via @foxnewspolitics","FOX NEWS,CIA,FOXNEWSPOLITICS",BENGHAZI,,,19,11
3929.0,Positive,#ReplaceMovieTitleWithRatchet Ratchet II Society (Menace II Society),#DescribeYourExUsingOnlyAMovieTitle Menace II Society,MENACE II SOCIETY,,,,0,5
3943.0,Positive,Vatican says cannot revoke Savile's papal honor: The Vatican says it cannot rescind the papal knighthood awarded... ,Vatican: Savile's papal honor cannot be removed: The Vatican said Saturday it never would have given Jimmy Savil... ,,VATICAN,"SAVILE'S,JIMMY SAVIL",,14,25
3949.0,Negative,Emergency Landing: Lil Wayne Suffers Multiple Seizures: Lil Wayne had to make an emergency landing yes... #epilepsy,Lil Wayne Hasn’t Suffered Any Seizures: A rep for Wayne tells MTV News the rapper is at home recovering from a s... ,,,"LIL WAYNE HASN'T,LIL WAYNE,WAYNE",,27,2
3955.0,Positive,"SpaceX Dragon exits space station, Earth next stop - Fox News: CTV NewsSpaceX Dragon exits space station, Earth ... ",Dragon ship back on Earth after space station trip - KTTC: Dragon ship back on Earth after space station tripKTT... ,"FOX NEWS,SPACEX,CTV",,,,24,110
3959.0,Positive,Al Qaeda leader: Kidnap Westerners: Al Qaeda leader Ayman al-Zawahiri is calling on Muslims to kidnap Westerners... ,RSS Test1 Al Qaeda leader: Kidnap Westerners - Al Qaeda leader Ayman al-Zawahiri is calling on Muslims to kidnap Wes... ,"RSS,SUC,AL QAEDA",,AYMAN AL-ZAWAHIRI,MUSLIMS,39,75
3970.0,Negative,"“@ESPNF1: Webber and Alonso were quicker than Vettel on that lap. Vettel leads by 2.3s, with Alonso 6.1s away #F1 #IndianGP”","Sebastian Vettel wins Indian GP, with Ferrari's Fernando Alonso second: Red Bull's Sebastian Vettel won the Indi... ","INDI,HAMILTON,RED BULL'S SEBASTIAN VETTEL",,"WEBBER,VETTEL,ALONSO,MARK WEBBER,SEBASTIAN VETTEL,FERNANDO ALONSO",INDIAN,81,29
3978.0,Negative,"Bombing, other attacks in Iraq leave 18 dead: A bombing near a playground and other insurgent attacks killed 18... ",#leimo Iraq Eid attacks kill 16: SIXTEEN people are dead in Iraq follow... @Leimo @crowealexand,CROWEALEXAND,"DTN PAKISTAN,IRAQ,BAGHDAD",,,21,0
3979.0,Negative,Deadly attacks hit Iraq amid Eid festival: A wave of attacks in Iraq killed at least 30 people and wounded 66 mo... ,Deadly attacks hit Iraq as Muslims mark Eid festival ,,IRAQ,,"EID FESTIVAL,MUSLIMS",9,1
3968.0,Negative,Formula 1 - 2012 Indian Grand Prix highlights: Sebastian Vettel wins the Indian Grand Prix at the Buddh Inte... #F1,F1 INDIAN GRAND PRIX 2012: SEBASTIAN VETTEL RETAINS INDIAN GRAND PRIX TITLE Defending world champion Sebastian... ,,,"SEBASTIAN,SEBASTIAN VETTEL","BUDDH INTERNATIO...,INDIAN GRAND PRIX,F1 INDIAN GRAND PRIX",25,0
3975.0,Negative,"Many killed in Iraq Eid attacks: At least 16 people are killed in a series of attacks in Iraq, including one tar... ","Many killed in Iraq Eid attacks: At least 16 people are killed in a series of attacks in Iraq, including one... ",,IRAQ,,MUSLIM,16,2
